state,district,nightlight,population,electricity,msme,atm,nightlight_norm,population_norm,electricity_norm,msme_norm,atm_norm,shadow_score,shadow_rank,cluster
arunachal pradesh,lohit,0.2517783342789282,145726.0,2.108335581332614,1982.0,18000.0,0.0014359752091175782,0.00943064703441501,0.0016989258998769737,0.0009452249711251464,0.2916666666666667,-0.02575304589877172,563.0,1
arunachal pradesh,lower subansiri,1.522219681370074,83030.0,2.108335581332614,1982.0,18000.0,0.019990116124860506,0.0037404935701701486,0.0016989258998769737,0.0009452249711251464,0.2916666666666667,-0.019753927898535764,548.0,1
arunachal pradesh,tirap,0.2799404172778048,111975.0,2.108335581332614,1982.0,18000.0,0.0018472679127424989,0.006367479215547327,0.0016989258998769737,0.0009452249711251464,0.2916666666666667,-0.026354320772038673,566.0,1
arunachal pradesh,west siang,0.2829246318473222,112274.0,2.108335581332614,1982.0,18000.0,0.0018908508280596173,0.00639461580936207,0.0016989258998769737,0.0009452249711251464,0.2916666666666667,-0.02633010345745814,565.0,1
arunachal pradesh,changlang,0.4326151561828861,148226.0,2.108335581332614,1982.0,18000.0,0.004077003765094215,0.009657541631528257,0.0016989258998769737,0.0009452249711251464,0.2916666666666667,-0.024639910827102755,559.0,1
arunachal pradesh,lower dibang valley,0.2448532123422228,54080.0,2.108335581332614,1982.0,18000.0,0.0013348373733831462,0.0011130541355987458,0.0016989258998769737,0.0009452249711251464,0.2916666666666667,-0.02787289925776956,573.0,1
arunachal pradesh,papum pare,0.585032857516027,176573.0,2.108335581332614,1982.0,18000.0,0.006302985716219917,0.012230254089275945,0.0016989258998769737,0.0009452249711251464,0.2916666666666667,-0.02310633993221555,554.0,1
bihar,aurangabad,1.974596297232594,2540073.0,83.26592932290261,938448.0,15000.0,0.026596843383004394,0.2267364062001399,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.15863527894973084,189.0,2
bihar,begusarai,3.2922302956303984,2970541.0,83.26592932290261,938448.0,15000.0,0.04584020864156025,0.265804751572198,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.1760997113961677,140.0,2
bihar,darbhanga,2.242130616723338,3937385.0,83.26592932290261,938448.0,15000.0,0.030504044195536296,0.3535534235127422,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.1919024136028942,110.0,2
bihar,gaya,2.087087871288214,4391418.0,83.26592932290261,938448.0,15000.0,0.02823972482860643,0.3947604773571898,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.20129844931723412,96.0,2
bihar,gopalganj,2.0396058978459832,2562012.0,83.26592932290261,938448.0,15000.0,0.027546275085159513,0.2287275424265669,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.15951283568719965,185.0,2
bihar,jehanabad,2.815612349666828,1125313.0,83.26592932290261,938448.0,15000.0,0.038879449254574094,0.09833584611536483,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.13144818127716495,293.0,2
bihar,katihar,1.2763831628489206,3071029.0,83.26592932290261,938448.0,15000.0,0.01639980050948729,0.2749248252820844,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.16660356657081013,170.0,2
bihar,khagaria,1.3047190831435267,1666886.0,83.26592932290261,938448.0,15000.0,0.01681363201719692,0.14748784117232988,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.13490985314645534,280.0,2
bihar,madhubani,1.833333879469038,4487379.0,83.26592932290261,938448.0,15000.0,0.024533778597459806,0.4034696903306235,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.20199337406813392,94.0,2
bihar,madhepura,1.8537443675363416,2001762.0,83.26592932290261,938448.0,15000.0,0.024831863253337017,0.1778804632134882,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.14571530115120096,239.0,2
bihar,muzaffarpur,2.723400220451784,4801062.0,83.26592932290261,938448.0,15000.0,0.03753273864608043,0.4319388814931334,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.21431025587820965,81.0,2
bihar,nalanda,2.622124399212755,2877653.0,83.26592932290261,938448.0,15000.0,0.036053657488237946,0.2573744374375359,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.17007751240117325,162.0,2
bihar,nawada,1.677885576550343,2219146.0,83.26592932290261,938448.0,15000.0,0.02226353627256196,0.19760976525303464,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.14962029586877756,232.0,2
bihar,pashchim champaran,0.982189344997591,3935042.0,83.26592932290261,938448.0,15000.0,0.012103251467335907,0.3533407778963277,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.18448893510751038,125.0,2
bihar,patna,5.267276565116706,5838465.0,83.26592932290261,938448.0,15000.0,0.07468474119952988,0.5260913357847631,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.2527091704724968,52.0,2
bihar,purba champaran,1.9504861406099097,5099371.0,83.26592932290261,938448.0,15000.0,0.02624472697518897,0.45901276164123567,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.2165635212468786,76.0,2
bihar,purnia,1.5537699036439525,3264619.0,83.26592932290261,938448.0,15000.0,0.020450890855888335,0.2924946353041458,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.1726164552148859,157.0,2
bihar,samastipur,2.1012133596604827,4261566.0,83.26592932290261,938448.0,15000.0,0.02844602030408261,0.38297539046745005,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.19843469578498965,103.0,2
bihar,saran,2.3556589847875675,3951862.0,83.26592932290261,938448.0,15000.0,0.03216206748312922,0.3548673247457056,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.19289409822617218,108.0,2
bihar,siwan,1.824335052471755,3330464.0,83.26592932290261,938448.0,15000.0,0.024402355368385698,0.29847058520291453,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.17569102849457702,143.0,2
bihar,vaishali,3.0254970282209883,3495021.0,83.26592932290261,938448.0,15000.0,0.041944706781704866,0.3134054228897804,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.18644167848162116,122.0,2
bihar,araria,1.2876986874979752,2811569.0,83.26592932290261,938448.0,15000.0,0.016565057913423987,0.25137679641528315,0.18417148871058248,0.47429872647362853,0.16666666666666669,0.1607826623156845,181.0,2
